
1645228800|Feb 19 00:00:00|28|64.589881|64.590406|-0.652183|-0.703504|10.190835|6.222760|48.567473372828040|193.386141650142974|0.026573|25.459968|25.922304
1645228802|Feb 19 00:00:02|29|64.595097|64.595623|-0.652973|-0.704284|10.210052|6.225999|48.566138777727616|193.390599996538697|0.010735|66.506496|66.931456
1645228803|Feb 19 00:00:03|31|64.601688|64.602214|-0.653113|-0.704411|10.139558|6.222391|48.566429316781594|193.386973228032218|0.078481|29.539584|29.964032
1645228805|Feb 19 00:00:05|29|64.607644|64.608169|-0.652661|-0.703948|10.244763|6.223536|48.566447962930773|193.390664369271548|-0.023929|65.943552|66.368256
1645228806|Feb 19 00:00:06|30|64.614310|64.614835|-0.653112|-0.704386|10.190835|6.222760|48.566445734731928|193.386843880856361|0.027107|30.589952|31.040768
1645228808|Feb 19 00:00:08|29|64.619848|64.620371|-0.652209|-0.703473|10.210052|6.225999|48.566834309178184|193.391276482575677|0.011245|29.267968|29.700608
1645228809|Feb 19 00:00:09|29|64.626424|64.626947|-0.652319|-0.703570|10.139558|6.222391|48.567151713743947|193.387680381878170|0.079015|28.813056|29.228032
1645228811|Feb 19 00:00:11|28|64.632069|64.632591|-0.652678|-0.703918|10.210052|6.225999|48.566317377942710|193.391617016160268|0.011504|29.797888|30.227456
1645228812|Feb 19 00:00:12|28|64.638621|64.639143|-0.652870|-0.704098|10.222182|6.225865|48.566549629650225|193.388035236738801|-0.003338|65.790464|66.222592
1645228814|Feb 19 00:00:14|30|64.644410|64.644931|-0.652343|-0.703560|10.205108|6.226359|48.566612558775198|193.391993395877137|0.016732|25.334272|25.847552
1645228815|Feb 19 00:00:15|28|64.649704|64.650225|-0.652375|-0.703582|10.210052|6.225999|48.566779077993829|193.390325466777796|0.010526|29.133056|29.561344
1645228816|Feb 19 00:00:16|30|64.656820|64.657339|-0.651914|-0.703107|10.210052|6.225999|48.567754384588604|193.386079886769011|0.007309|28.839168|29.298432
1645228818|Feb 19 00:00:18|30|64.661513|64.662033|-0.652432|-0.703616|10.206680|6.231574|48.566594025021111|193.391388211131300|0.014702|29.128704|29.548032
1645228819|Feb 19 00:00:19|30|64.668145|64.668664|-0.652194|-0.703365|10.213445|6.226532|48.567264364047254|193.387802819866579|0.005221|30.227968|30.649856
1645228821|Feb 19 00:00:21|32|64.674046|64.674564|-0.652160|-0.703320|10.241424|6.229109|48.566861957076007|193.391463751867832|-0.019985|29.932288|30.352384
1645228822|Feb 19 00:00:22|29|64.681262|64.681781|-0.652851|-0.703997|10.210052|6.225999|48.566720815817284|193.386760576255995|0.007827|17.686272|18.172416
1645228824|Feb 19 00:00:24|28|64.686677|64.687194|-0.652079|-0.703215|10.210052|6.225999|48.566958202839672|193.391341584720294|0.011295|29.629184|30.041344
1645228825|Feb 19 00:00:25|30|64.692485|64.693001|-0.651815|-0.702940|10.162135|6.226166|48.567507735946705|193.388987494511696|0.057427|64.877056|65.354240
1645228827|Feb 19 00:00:27|30|64.699399|64.699915|-0.652154|-0.703265|10.208478|6.220794|48.566918560351397|193.391041680994505|0.012641|29.832192|30.258944
1645228828|Feb 19 00:00:28|30|64.705944|64.706460|-0.652359|-0.703459|10.220599|6.220668|48.567135922495090|193.387466959467929|-0.002186|25.756160|26.256640
1645228830|Feb 19 00:00:30|30|64.711243|64.711758|-0.652207|-0.703296|10.205108|6.226359|48.566743233344411|193.392053593634898|0.016777|29.288704|29.729280
1645228831|Feb 19 00:00:31|31|64.716929|64.717445|-0.652732|-0.703810|10.162135|6.226166|48.566494711013533|193.389671092015931|0.057947|66.728448|67.256576
1645228832|Feb 19 00:00:32|31|64.723650|64.724163|-0.651784|-0.702849|10.210052|6.225999|48.567878908400395|193.386143920096458|0.007357|67.116800|67.551488
1645228834|Feb 19 00:00:34|28|64.729858|64.730374|-0.653467|-0.704520|10.139558|6.222391|48.565841322076061|193.388886844668605|0.079932|13.125632|13.736192
1645228835|Feb 19 00:00:35|34|64.735871|64.736384|-0.652252|-0.703294|10.210052|6.225999|48.567362306847457|193.386483958626656|0.007616|61.608192|62.368512
1645228837|Feb 19 00:00:37|33|64.741032|64.741546|-0.653233|-0.704265|10.158721|6.231742|48.565829798086192|193.390972495894204|0.062348|26.218496|26.955008
1645228838|Feb 19 00:00:38|31|64.748092|64.748605|-0.652721|-0.703739|10.210052|6.225999|48.566845739788036|193.386823930462242|0.007874|25.764864|26.210560
1645228840|Feb 19 00:00:40|33|64.755011|64.755523|-0.652344|-0.703349|10.190835|6.222760|48.566961787092765|193.389061635273123|0.028785|14.504704|14.999040
1645228841|Feb 19 00:00:41|30|64.759402|64.759912|-0.651828|-0.702825|10.191925|6.224070|48.567506529231885|193.388884317436151|0.027560|29.153792|29.617152
1645228843|Feb 19 00:00:43|27|64.766810|64.767322|-0.653125|-0.704108|10.139558|6.222391|48.566061896541882|193.389946338666107|0.080733|28.570624|29.011456
1645228844|Feb 19 00:00:44|29|64.771596|64.772107|-0.652376|-0.703349|10.244822|6.229643|48.566907491714410|193.389242481255678|-0.025065|29.870592|30.298368
1645228846|Feb 19 00:00:46|32|64.777949|64.778460|-0.652886|-0.703847|10.210052|6.225999|48.566050194796141|193.392084445217989|0.011859|29.719808|30.162176
1645228847|Feb 19 00:00:47|29|64.783364|64.783873|-0.652114|-0.703065|10.210052|6.225999|48.567028983377611|193.390452188854766|0.010621|29.594368|30.044928
1645228848|Feb 19 00:00:48|30|64.790481|64.790988|-0.651653|-0.702590|10.210052|6.225999|48.568004536938638|193.386206243333788|0.007404|67.584256|68.004864
1645228850|Feb 19 00:00:50|28|64.798043|64.798557|-0.655262|-0.706185|10.139558|6.222391|48.564311285713167|193.386418554326013|0.078066|13.234944|13.666048
1645228851|Feb 19 00:00:51|28|64.802702|64.803209|-0.652121|-0.703035|10.210052|6.225999|48.567488130572414|193.386545987360364|0.007663|29.216768|29.637120
1645228853|Feb 19 00:00:53|31|64.808344|64.808853|-0.652761|-0.703664|10.210076|6.232109|48.566376909539414|193.390409872160575|0.010566|29.588224|30.004736
1645228854|Feb 19 00:00:54|29|64.814421|64.814927|-0.652234|-0.703125|10.187448|6.228327|48.567232683106056|193.387728551991415|0.031162|29.762304|30.192384
1645228856|Feb 19 00:00:56|30|64.820736|64.821242|-0.652217|-0.703097|10.162135|6.226166|48.566886442878619|193.390767558024606|0.058776|29.577472|30.111488
1645228857|Feb 19 00:00:57|28|64.826573|64.827076|-0.651177|-0.702045|10.213445|6.226532|48.568204992973705|193.388580351088734|0.005808|29.602816|30.075392
